0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.6440703,-1.5517458,0.51971644,0.74068296,-0.28499952,-2.3891742,-0.8416257,-0.116056055,-0.14140537,1.482591,0.37630183,0.52615756,0.4214064,0.94019675,-1.6094843,0.25569698,0.85924035,0.58795995,0.42696545,0.87569493,-0.9794739,-0.24993417,0.8427051,-0.23745309,-2.0546784,-0.28675854,-0.2559993,0.64874035,0.12326569,0.22169366,1.2390851,-0.58010465
-0.92801446,0.4838769,0.31465128,0.1950181,-1.2827665,-1.7343614,-0.20389591,1.7363747,-1.1450961,-0.8077026,-1.2686676,-0.060415126,-1.9719449,-0.49602234,-1.1672869,-0.31808344,0.6104617,0.80352604,0.077109516,0.4447457,0.43611294,1.349676,0.7566512,-1.2612478,0.63302547,-0.027733633,-0.7644257,-2.2483957,-0.4936671,-1.2222235,0.07334411,-0.42450616
-0.28917867,-0.34076875,0.36440837,0.68445987,-1.5720702,1.4019347,-0.06874817,0.036262468,-1.0086322,0.3989234,0.24833511,-0.19698347,-0.21845484,-1.6544237,-1.4934232,-0.559108,0.36889803,0.33555457,0.39929453,0.07702259,0.6410941,0.144472,-0.58968514,0.36950392,-0.6924637,-0.568984,0.45510393,1.9645149,1.506154,-0.98509145,-1.7553184,1.114273
0.27408943,0.38311848,0.5769655,0.3368058,-1.1018193,-0.7769,-0.019649928,1.6380063,-0.5219642,0.72696495,-0.059718434,0.9261994,0.62835133,0.78424764,0.23000857,-0.3376589,2.1456351,-0.44581038,-0.47156286,-0.731718,-1.0844836,0.015084588,-0.26583305,-0.3684362,1.1857529,-0.267852,-0.66580343,0.2883004,-2.0479,-0.62345064,-0.9570818,1.6493069
-0.007881413,-0.6927095,-0.2554911,-1.390032,1.2708154,0.06600461,-0.03247793,0.34591156,-0.7802893,0.26434442,0.64487994,-0.8483329,-0.025717344,-0.35979152,-0.90595543,0.17044461,1.0959532,-0.94191515,0.9810884,-0.5401403,0.57409304,-1.9265189,-0.94327545,-0.16346437,-0.24887185,-0.79068357,0.8067738,1.499978,1.0990345,0.26082543,-0.8054276,1.8006483
0.7153264,0.86563414,-1.2783915,-0.3569958,-0.13995352,0.18922886,0.046496674,-0.87844694,1.3446686,-0.4296004,-0.21968813,-1.2440819,0.09832091,1.4926627,0.9562763,0.315317,0.18131271,-0.14675839,0.70938504,-1.4649848,-1.7075477,-1.5734824,-0.91858834,0.50691986,-0.596046,-0.5046323,-1.0918663,-0.5884695,1.2090234,-0.64177495,-0.34704077,0.0696031
1.0863879,-0.7820911,0.6419491,0.23908669,-1.003247,0.18206911,-2.083507,0.6689134,0.52231264,-1.4398791,0.6495007,1.013724,-0.35245827,0.8298679,0.7097661,-0.61940694,-0.56050956,-0.5309424,-0.18613526,1.4487548,-1.803511,-0.5405842,1.3168508,0.44054845,1.2882057,0.6234051,0.7744646,0.25382802,1.0448734,-1.4901266,-0.707616,-0.5365195
0.79635024,-1.1187296,-0.11098422,0.20978378,-0.48390236,-0.18336743,0.13469584,-0.8199218,0.15266429,-2.1395404,-1.413083,1.0630714,0.575186,-0.6150159,0.26097888,-0.0376499,-0.57534415,-0.95013505,0.30258846,0.1913535,-0.73815286,0.59836406,-0.03686444,0.11101258,-1.6037049,2.2367797,-1.2313607,-0.7633334,-0.87620014,1.3428173,-0.0024809882,1.5919583
-1.7839501,0.9173572,-0.767102,2.2547293,-1.6698472,1.1499919,-1.3440328,1.3747962,-0.18711416,1.2217466,1.0856861,-0.058420368,-0.20677379,-1.5936282,-0.18383044,-0.50878584,0.34465897,0.3096596,0.428659,0.14612973,1.9590762,-0.07199793,-1.0843635,-0.1989476,-0.6952736,-0.49162,-0.18018898,0.23720688,2.0754426,-0.85009235,-0.4359818,0.98342174
0.98590606,0.57424945,1.5486505,-0.15825161,-0.54078215,-0.39150685,0.4005757,1.4253267,-1.4224299,0.3002891,-0.13710894,-0.4077992,0.9974076,-1.0996481,-0.30314896,0.70361686,-0.6614158,0.7928092,0.6735926,-0.42761406,0.026657376,0.47573683,1.4496889,-0.4256036,-1.4724612,0.17756154,1.1831644,-0.21818364,-0.49081162,2.0809462,-0.60810053,-1.3433474
0.63646066,0.37794682,-0.46715826,-0.61338437,-1.1659516,1.0048312,-0.19135445,-0.5559489,-0.6886804,0.351741,-0.13881469,-1.203868,-0.43485337,0.63900936,-0.27946874,-0.047503576,2.423697,0.3182372,0.650567,0.2876593,-0.33985785,0.78271455,0.15257892,0.49989134,-1.5949346,-1.8967191,0.62996256,0.40605825,-0.023119608,1.2809266,-0.7223009,0.72130346
0.5066328,-2.5659125,0.105988465,0.8624894,0.5079836,0.21007173,-0.18855648,1.6737603,1.6366289,-0.05296749,0.29883227,-0.030374017,1.5876259,1.3082294,-1.100774,1.3357357,0.26097116,0.19513565,-0.19762126,-0.06764303,0.009266639,-0.38685483,1.0150899,1.0634155,-0.0041000126,1.6657462,2.4874878,0.2608324,0.34402704,-0.50158596,-0.14446397,-0.36673358
-0.9959323,-0.112967305,0.8698926,-0.46328953,-0.14033781,-1.145835,0.5347428,-0.45104676,0.018527212,-0.9391591,0.3411279,-0.12615196,-0.6670817,0.20993835,1.8696395,-0.4312853,1.3547,1.7251478,-1.9004462,-1.0710149,-0.44398338,1.2994967,2.2313962,0.47235355,0.19883765,0.710861,-1.6724159,0.38200608,-0.13304089,0.77088374,0.54728985,-0.58562577
-0.32486284,-1.6006787,-0.9733206,-0.9592219,0.9682304,-0.76708716,-1.59004,0.59161305,-0.71987027,0.30677572,1.3438183,0.48798302,-0.55251884,-0.23448795,1.0083877,-0.9375832,-1.1281438,1.4254873,-1.2269021,1.5081251,0.05193803,-1.3127817,0.5258537,0.46516675,1.0806004,2.2605858,0.71492237,1.3193026,-0.5368287,-0.39924327,-0.09553464,0.727145
-0.06297244,0.7175402,1.8448508,-1.1433568,-1.1279444,-0.11042182,-0.28813955,-1.7097815,0.26726758,-0.16890885,-0.5616686,-1.2028272,1.2826393,-0.860702,0.53968537,-0.28835434,0.5316514,-0.7009698,0.8381493,-0.06083516,0.5834265,-2.557099,1.7418706,0.4429546,-0.17223263,0.48482877,-1.9197845,-0.939217,-0.35354358,0.7968962,0.34578922,1.0034472
1.4494803,0.8398274,0.28518018,-1.0107857,1.3285689,0.23687941,1.9723,-0.11449328,-0.96156365,0.5604826,1.0025135,0.7038491,-0.9778357,-1.0039827,-0.852307,-0.292982,0.79530936,-0.46422896,-0.42358705,-0.17006361,-1.9064415,0.1786704,-1.6731974,-1.0450941,0.17181218,0.8448336,2.0509462,-1.3026897,-0.021882953,1.2874473,1.3809202,1.8997152
0.31643063,-1.3076707,-0.35792437,-1.105304,-0.8069587,1.594835,-0.15232414,0.22857286,-0.44506297,-3.0390463,0.19197036,2.295245,-1.0078117,0.6687413,-0.8775201,-0.2152563,1.0167677,0.16134018,-0.88146967,-0.60152626,-1.4148887,-0.2964106,-0.4387685,1.3955863,0.24834248,-0.02703663,-0.5328031,1.2712222,1.8373078,-1.1111593,-1.5089163,0.67343897
-0.6182721,1.5239348,-1.3772578,-0.861619,1.3693135,0.006272302,0.33668187,-0.59928507,-1.5216992,-0.9412984,-0.18337484,1.8076224,0.68748724,0.21363497,0.7140206,-1.7614627,2.3200202,0.5814613,1.680082,-1.4213276,1.0833454,1.3943807,-0.77786756,1.2630811,0.11950273,-0.8453913,0.17623149,-0.238834,-0.8035773,-0.9591623,-1.1705859,-1.6555673
-0.7847295,2.2564943,0.10844245,0.5623896,0.020194963,0.8801569,1.1553012,2.051164,-1.0672122,0.26238048,-1.965739,-0.5222635,0.80306655,2.2463632,-0.4656916,0.3597949,0.9422,1.3492789,0.041303195,0.995205,-0.19098331,-0.5222463,-1.7934309,0.3934152,0.7206081,-0.15290247,0.794606,1.3664802,-0.32072818,-1.0628572,0.62194973,1.0989283
-0.017441865,-1.0599339,-0.0045731156,-1.0976363,-0.16184285,1.9592912,-1.0241853,1.4342854,-1.21541,-1.6171597,-0.8991215,0.87477654,-0.6033114,0.845417,-1.3058847,-0.703838,1.4965512,0.52755433,-0.8912283,0.5716545,-0.015785964,0.23089246,-1.5814738,-0.8138501,1.3499187,-0.071924195,0.4976869,-0.45272633,-1.0954723,-0.38257337,0.73201644,-0.009831735
-0.8842124,1.262729,0.049501702,0.14753878,0.5934521,-0.33072555,-2.1456242,0.936265,-0.27839068,0.41699183,0.099820204,0.42964792,1.5067964,1.7956026,-0.35963663,0.17932642,2.17399,0.4621949,-0.50204194,1.9376713,-1.1653467,-0.55646795,-0.12368696,-0.3319953,0.030321104,-0.35344046,-0.01870209,-0.2812095,0.27712977,0.7218438,-0.39856493,-1.9733174
1.3327858,0.12058726,-2.1425762,-1.1736764,0.33197123,0.32344902,0.7877454,-0.7976485,-0.34919763,-1.2468178,-0.04331016,0.40809774,0.31442887,0.8671764,-0.568687,1.4979411,-0.4363135,0.5424335,-1.0018306,0.16693342,-1.0526685,0.953393,-1.7886314,0.21584487,0.5250792,1.090018,-0.6890571,0.9578903,-2.7931504,0.6706902,-1.2463926,1.5186502
-1.1716868,-0.06803286,-0.124770254,0.61197466,-1.7493699,0.11003743,-0.85476726,-1.6467029,-1.3404987,-1.8513167,1.4492706,-1.5682229,-0.64652085,2.2811728,-0.6910328,0.4981045,-1.3695242,0.61700404,-0.7542498,-0.25817227,-0.4609823,2.554406,0.2750376,0.02505936,-0.52272934,-0.0341267,1.0613526,-1.2160707,-1.2233717,-0.09200264,1.3157208,0.1047418
1.6584395,-0.37902224,0.26398265,0.41399148,-0.81438816,0.44356427,-0.06257229,-1.1511849,0.89439917,0.63797224,0.5050421,-0.25422904,0.6192923,1.3098025,-0.14069913,0.5642589,-0.02330187,0.20117664,-0.87772334,-0.4210177,-0.001778405,-0.8222605,-0.29689988,-0.14037032,0.053411596,0.906331,0.005380234,1.2782733,-0.52444065,-0.28008947,-0.13877651,-0.537618
-0.5726923,1.1382685,-0.2551471,-0.33256668,-1.2536784,-0.3359782,-0.23441513,0.10050452,-0.8236911,0.3065688,-1.2373408,-0.6355962,-1.451836,1.2478105,-1.5919024,2.2649627,2.44987,-1.0685518,-0.22872987,-0.6520566,-1.2509282,-1.0858436,0.14296712,1.4295472,0.0007291185,-0.19251166,-0.14692327,0.043231048,0.09321521,0.670325,-2.0383768,-0.88078773
-0.030216483,0.28880122,0.05809823,0.3507105,0.64423996,0.43487436,0.23139678,-0.834362,0.51398665,-0.09057391,-0.009091481,-0.10331589,1.1089904,0.3436464,0.9894589,-0.28496507,-0.82860184,-1.0066907,1.1782179,-0.33377266,0.7291393,0.07097161,-1.0031155,-0.8069779,-0.25559366,2.4272559,1.4263668,-0.79460466,0.72263336,1.2300668,-2.0357435,0.45941585
-0.57218605,1.1485739,0.058241587,1.7421762,-0.9322615,-0.16719955,-1.3837391,0.8814306,-0.30983377,-0.37398168,1.543684,0.8850141,-1.4372628,1.1244322,0.54248476,-0.6009017,-0.58011025,-0.7717314,0.6524014,-0.30837026,-0.84445184,0.44074613,-1.9934102,-0.408323,-1.0201068,0.68359447,1.3507094,-0.8394819,-1.2313803,1.495661,-0.722695,-1.2392423
-0.09345999,0.12372941,0.36013004,0.78646827,-2.127272,-0.41219655,1.6267579,2.0978785,0.11924696,-0.8989805,-0.6610067,1.3908162,-1.1503993,0.6946171,1.2216822,-0.6271555,0.71556175,0.18637766,1.0968276,-0.061661392,0.9677783,0.9108857,0.3133373,-0.9769586,0.90103626,-0.5108442,0.13094877,1.6018784,-1.2406001,-0.96902996,-1.2324579,-0.43355742
-2.0429566,2.1006403,-0.272284,0.2729288,0.093450986,1.0923902,-0.05459644,-0.15321568,-0.61394435,-0.22869186,0.36212796,-0.07020887,0.63145417,0.6278547,0.98089784,-0.56703997,-0.8558117,0.46696377,0.53672934,-0.7201218,0.7881483,1.2090489,-0.3368973,-0.4392041,-0.6613499,0.345588,0.43478024,-0.18695831,-0.62772536,0.36755648,-0.8072396,0.2562977
-0.65868294,-0.2206981,0.7427808,0.7503791,-0.0034534768,1.2189577,-0.62874925,0.35094923,1.2600329,0.44945538,-0.6641683,-0.6921511,1.5422542,-0.9470397,-1.1044661,-0.9815497,1.3248458,-1.7072101,0.37752816,1.7164824,0.95425344,0.18465249,1.4180685,-1.0890567,0.81636024,-1.0734133,-2.067023,0.19806615,-0.62433475,0.017058909,0.68706334,0.6864766
0.41377512,-0.033998586,2.5805767,0.014397864,-0.21633747,1.3211684,-0.5754713,-0.35370445,0.2797231,-0.21200623,-0.8239468,-0.42164758,-0.66644686,0.30113,-0.22674417,0.5951609,0.9156119,-1.4841695,-0.6020062,-0.5416371,1.4604958,-0.17627509,-0.8186402,0.9422057,-0.7460037,0.5674572,1.6147753,-0.5998446,1.0077091,-1.0726428,1.5698329,0.10708472
-0.46108887,-0.44676137,-1.1503143,-0.7167659,-0.14725395,-0.44985408,-1.0689927,-1.6246684,-2.1574378,-1.3978355,-0.33805224,-2.0226984,1.239733,0.67148125,-0.0918126,-0.03407237,-0.89611316,-1.16195,1.228753,1.0912939,-1.0729749,0.09852034,0.82620084,-0.2481522,-0.26449317,0.49559876,-0.7964126,-1.7356467,0.0664123,0.30373615,-0.9352947,0.63668436
-0.22688982,0.52308035,-2.3356547,0.3822233,1.3077421,0.024963856,-1.721985,-0.14280511,-0.40305537,0.72800654,0.42892098,0.13654003,-0.2921365,-0.05094799,-0.49626404,-0.9003055,0.21083906,1.429688,-0.09249556,0.8840893,-0.24913731,1.0383817,-0.36474222,2.3734329,-0.49767143,0.64617014,-1.6279038,0.5113665,1.4547815,-0.8240061,0.17255795,0.29346955
0.5204854,-0.56115085,0.23457569,-1.7044517,0.9927239,-0.06302357,-0.5232293,0.26192266,-1.5165999,-0.5203084,-0.5395375,-0.75173926,0.64950544,0.18639672,-0.15659773,0.8395693,-0.06419034,1.2885206,-0.31246758,-1.0830891,0.8044387,-2.0205655,-1.0918669,0.34130093,0.49541253,-0.012105325,-1.5202951,0.87297916,-1.1971037,-1.5911001,-1.3045411,-0.07074066
0.70855,-0.9032622,-0.7118588,0.20643145,1.531888,-0.72302586,1.0787498,-0.19926436,0.18770286,0.58415246,0.19012442,-1.2299342,-0.4344757,2.7156537,-0.66783077,-0.08100852,-2.264528,1.1278559,0.95964044,0.9156909,1.9792662,1.4142342,-2.94509,0.04868405,-1.1296592,0.25187203,0.0405529,-0.32095653,-1.3526696,-0.3941426,-1.5388246,0.61078244
2.0032883,-0.59849036,0.30692863,-1.3768744,-1.7534568,0.3093356,1.4512568,1.0607508,0.77678186,-1.7450128,0.3073282,-2.1462665,-0.49903202,-0.2188116,0.22692376,-0.5925436,0.6902176,2.2031627,2.1920693,2.0658395,0.051228926,0.0009864897,-0.95151454,0.44596237,-0.06505276,0.76394224,1.1067061,-0.43952444,0.6121275,1.3130873,-0.5284592,-1.9358077
0.7631759,-0.9288979,-1.0057355,-2.7830367,0.40320474,0.17277601,-0.8610597,0.39225477,0.075163476,0.23865977,-2.799069,-0.029232597,0.91777086,0.78303045,0.9432541,1.6713384,1.6361642,-1.1958467,-0.55076844,0.19363242,1.5512149,0.3469728,-0.62758875,-0.04078441,0.48391026,-0.58564854,0.90967095,-0.316435,0.9344473,-1.5987325,-0.35321343,0.32390273
-0.610985,-0.73464876,1.0736289,-0.67040426,0.04322167,0.40752617,0.61842936,-1.3223733,-1.4917396,0.3751759,-0.50591147,-0.20413966,0.47623467,0.3316339,1.5274819,0.8649875,-0.06289743,1.3291366,-0.70971864,-0.9680038,-0.7093987,-0.546099,0.32598123,0.1603016,-2.3374224,-1.5932125,-1.1090535,0.68098825,-1.2050874,-0.91098356,0.9829843,-1.2018299
-0.87132365,-0.068336174,0.4564294,-2.1673691,1.0200143,0.35576683,-0.40266773,-1.7539538,-2.3291593,0.14952579,0.48784384,-1.8108356,0.56350774,0.2858793,-0.020418832,-0.7339874,1.4074724,0.99524975,0.790848,0.1203485,-0.97455543,0.5892402,-0.10746887,0.39394388,0.3508859,0.32758313,-0.6627668,-1.8025144,0.7007839,2.1029325,-1.2735441,-0.7666808
1.9593829,-1.0664642,-0.49283165,-0.5937429,0.6815945,-2.1289508,0.21787593,-0.42542666,-0.8547694,0.9933793,-1.4616938,-0.21735431,0.81545335,-1.3655635,0.12771751,0.8577015,-2.5520601,0.45109835,-0.8965017,0.4564455,-0.82299626,-0.7828566,0.096030936,-0.5669967,1.485503,-0.71002483,1.6115509,1.2548969,-0.29999956,-1.1412357,-0.6471902,0.25062037
-0.97511554,0.1270245,0.4299081,-0.9191945,-1.1190428,-0.3026824,-0.1879884,2.0463622,0.13871199,1.7149063,-0.34891742,-0.44313928,0.5522615,1.5153401,-1.0795327,-0.88899744,1.6034333,-0.3500106,-0.37000573,0.46478125,0.91254026,-0.09830588,0.22907121,1.2759238,-0.59249187,0.7864921,-0.8169519,0.60350466,-0.3392418,0.20346019,-0.09360367,1.3702635
-1.3818942,-0.61907095,1.4077687,-1.4485962,0.8987612,-0.022174297,1.7642376,0.45478347,1.0046341,-1.5002838,-1.2766875,-0.6009415,-0.838917,-0.29190442,0.12619893,-0.61486375,2.0404925,-1.1479659,0.56395537,-0.19456142,1.2126777,0.16374542,-0.47971812,1.7526448,0.9153068,-1.1725854,-0.28629595,-1.1373372,0.603146,0.12017899,0.9600338,0.6297019
